Unnamed: 0,대교,일자,녹조,주소,상,하,상구,상동,하구,하동,총량지점명,수소이온농도(ph),전기전도도(μS/㎝),용존산소(㎎/L),BOD(㎎/L)_x,COD(㎎/L)_x,부유물질(㎎/L),총질소(T-N)(㎎/L),총인(T-P)(㎎/L),총유기탄소(TOC)(㎎/L),유량(㎥/s),방사선측정소명,측정소코드,I-131(요오드),수질측정소명,수온(℃)_y,DO(㎎/L),BOD(㎎/L)_y,COD(㎎/L)_y,TN(㎎/L),TP(㎎/L),TOC(㎎/L),SS(㎎/L),평균기온(°C),일강수량(mm),평균 상대습도(%),합계 일사량(MJ/m2),분기_m,하구분기별인구수,하동분기별인구수,물재생센터명칭,방류_BOD,방류_TOC(2021년 1월 이전자료는 COD),방류_SS,방류_T-N,방류_TP,방류_COCG,년,월,일,80mm이상비온날횟수,방사선측정망까지의거리,총량측정망까지의거리,수질측정망까지의거리,1차하수처리량,2차하수처리량,상동분기별인구수,상구분기별인구수,교통량,총_유동인구_수_상구,연령대_10_유동인구_수_상구,연령대_20_유동인구_수_상구,연령대_30_유동인구_수_상구,연령대_40_유동인구_수_상구,연령대_50_유동인구_수_상구,연령대_60_이상_유동인구_수_상구,총_유동인구_수_하구,연령대_10_유동인구_수_하구,연령대_20_유동인구_수_하구,연령대_30_유동인구_수_하구,연령대_40_유동인구_수_하구,연령대_50_유동인구_수_하구,연령대_60_이상_유동인구_수_하구,한강옆녹지_상구,한강옆녹지_하구,녹지_상구,녹지_하구,시민의식_환경
449,광진교,2020-07-27,9.0,서울 강동구 천호동 광진교,광진구 광장동,강동구 천호동,광진구,광장동,강동구,천호2동,한강G,7.8,166.0,8.5,0.9,5.3,20.2,2.571,0.08,3.2,2794.9,탄천6,1018A22,0.13,성내천,22.4,2.4,1.8,3.5,2.065,0.098,2.4,10.0,24.3,2.2,86.4,7.72,2020 1/2,461547.0,35642.0,탄천물재생센터,4.7,14.6,7.6,18.236,0.24,540.0,2020,7,27,1,5.364305138762256,0.0302736875149207,2.169217144211481,2877.0,833565.0,35934.0,363925.0,17396.0,96149499.0,14105277.0,17946608.0,16084622.0,14585853.0,13882765.0,19544374.0,111068386.0,18687183.0,13726354.0,17166286.0,17611989.0,16957177.0,26919397.0,0.0,0.0,2597.12,5250.89,6.28
450,성수대교,2020-07-27,0.0,서울 성동구 옥수동 성수대교,성동구 성수1가1동,강남구 압구정동,성동구,성수1가1동,강남구,압구정동,한강G,7.8,166.0,8.5,0.9,5.3,20.2,2.571,0.08,3.2,2794.9,탄천6,1018A22,0.13,탄천6,24.1,6.7,1.2,5.4,7.09,0.046,3.4,2.2,24.3,2.2,86.4,7.72,2020 1/2,546158.0,27804.0,중랑물재생센터,14.8,26.0,12.9,50.183,0.786,2200.0,2020,7,27,1,4.327630719267837,6.9205438675806175,4.211394946008007,31370.0,1349666.0,17038.0,304851.0,122115.0,77467761.0,10897675.0,12773381.0,13812313.0,12349045.0,11233959.0,16401386.0,145692151.0,21563167.0,25155581.0,30110334.0,27863958.0,18166675.0,22832436.0,490.0,0.0,1884.68,10232.27,6.25
451,한남대교,2020-07-27,0.0,서울 강남구 신사동 한남대교,용산구 한남동,서초구 잠원동,용산구,한남동,서초구,잠원동,한강G,7.8,166.0,8.5,0.9,5.3,20.2,2.571,0.08,3.2,2794.9,중랑천6,1018A48,0.343,보광,25.2,7.7,1.2,4.9,3.443,0.048,2.3,9.2,24.3,2.2,86.4,7.72,2020 1/2,433062.0,33788.0,중랑물재생센터,14.8,26.0,12.9,50.183,0.786,2200.0,2020,7,27,1,3.826155926430122,9.021813375263932,0.0299246352157982,31370.0,1349666.0,23969.0,245362.0,180033.0,66991988.0,8152512.0,10678222.0,13127008.0,11641096.0,9329015.0,14064134.0,100119944.0,15694416.0,14706186.0,18252167.0,18573687.0,13784809.0,19108679.0,0.0,0.0,3552.88,11218.5,6.25
452,성산대교,2020-07-27,0.0,서울 마포구 망원동 성산대교,마포구 망원동,영등포구 양평2동,마포구,망원2동,영등포구,양평2동,한강H,8.0,125.0,8.2,1.6,6.3,24.7,2.727,0.12,3.2,2819.203,노량진,1018A52,0.0,영등포,26.4,7.4,1.4,5.1,2.574,0.067,2.7,11.6,24.3,2.2,86.4,7.72,2020 1/2,405154.0,22665.0,난지물재생센터,6.62,18.76,6.75,30.852,0.277,1534.0,2020,7,27,1,7.411079548588725,7.4053186405932925,0.5050029732725944,962.0,641340.0,19316.0,384957.0,72492.0,118461187.0,16299490.0,23509122.0,22784835.0,19847051.0,14980676.0,21040014.0,107448828.0,13136545.0,16343172.0,20220534.0,17809364.0,16555136.0,23384078.0,0.0,17169.44,8630.69,12598.06,6.3
453,성수대교,2020-08-19,0.0,서울 성동구 옥수동 성수대교,성동구 성수1가1동,강남구 압구정동,성동구,성수1가1동,강남구,압구정동,한강G,8.1,141.0,9.0,0.8,3.7,8.7,2.265,0.057,2.1,690.581,탄천6,1018A22,0.164,탄천6,25.7,6.6,0.9,4.4,5.204,0.097,2.4,2.4,27.1,0.0,76.8,22.54,2020 1/2,546158.0,27804.0,중랑물재생센터,7.8,21.5,11.4,38.651,0.692,1041.0,2020,8,19,2,4.327630719267837,6.9205438675806175,4.211394946008007,106310.0,1481159.0,17038.0,304851.0,127029.0,77467761.0,10897675.0,12773381.0,13812313.0,12349045.0,11233959.0,16401386.0,145692151.0,21563167.0,25155581.0,30110334.0,27863958.0,18166675.0,22832436.0,490.0,0.0,1884.68,10232.27,6.25
454,성산대교,2020-08-19,0.0,서울 마포구 망원동 성산대교,마포구 망원동,영등포구 양평2동,마포구,망원2동,영등포구,양평2동,한강H,8.4,133.0,8.2,1.3,4.0,12.7,2.843,0.072,2.2,707.555,노량진,1018A52,0.0,영등포,24.7,9.0,0.7,3.6,2.533,0.068,1.9,13.8,27.1,0.0,76.8,22.54,2020 1/2,405154.0,22665.0,난지물재생센터,2.55,16.83,7.92,27.299,0.313,1749.0,2020,8,19,2,7.411079548588725,7.4053186405932925,0.5050029732725944,379.0,684254.0,19316.0,384957.0,149863.0,118461187.0,16299490.0,23509122.0,22784835.0,19847051.0,14980676.0,21040014.0,107448828.0,13136545.0,16343172.0,20220534.0,17809364.0,16555136.0,23384078.0,0.0,17169.44,8630.69,12598.06,6.3
455,한남대교,2020-08-19,0.0,서울 강남구 신사동 한남대교,용산구 한남동,서초구 잠원동,용산구,한남동,서초구,잠원동,한강G,8.1,141.0,9.0,0.8,3.7,8.7,2.265,0.057,2.1,690.581,중랑천6,1018A48,0.241,보광,24.2,8.9,1.1,4.2,3.923,0.109,1.9,13.8,27.1,0.0,76.8,22.54,2020 1/2,433062.0,33788.0,중랑물재생센터,7.8,21.5,11.4,38.651,0.692,1041.0,2020,8,19,2,3.826155926430122,9.021813375263932,0.0299246352157982,106310.0,1481159.0,23969.0,245362.0,188440.0,66991988.0,8152512.0,10678222.0,13127008.0,11641096.0,9329015.0,14064134.0,100119944.0,15694416.0,14706186.0,18252167.0,18573687.0,13784809.0,19108679.0,0.0,0.0,3552.88,11218.5,6.25
456,성수대교,2020-08-24,0.0,서울 성동구 옥수동 성수대교,성동구 성수1가1동,강남구 압구정동,성동구,성수1가1동,강남구,압구정동,한강G,8.1,141.0,9.0,0.8,3.7,8.7,2.265,0.057,2.1,690.581,탄천6,1018A22,0.164,탄천6,25.7,6.6,0.9,4.4,5.204,0.097,2.4,2.4,27.8,0.0,71.6,20.25,2020 1/2,546158.0,27804.0,중랑물재생센터,9.0,19.4,9.4,36.19,0.62,1387.0,2020,8,24,2,4.327630719267837,6.9205438675806175,4.211394946008007,120360.0,1495179.0,17038.0,304851.0,123342.0,77467761.0,10897675.0,12773381.0,13812313.0,12349045.0,11233959.0,16401386.0,145692151.0,21563167.0,25155581.0,30110334.0,27863958.0,18166675.0,22832436.0,490.0,0.0,1884.68,10232.27,6.25
457,한남대교,2020-08-24,0.0,서울 강남구 신사동 한남대교,용산구 한남동,서초구 잠원동,용산구,한남동,서초구,잠원동,한강G,8.1,141.0,9.0,0.8,3.7,8.7,2.265,0.057,2.1,690.581,중랑천6,1018A48,0.241,보광,24.2,8.9,1.1,4.2,3.923,0.109,1.9,13.8,27.8,0.0,71.6,20.25,2020 1/2,433062.0,33788.0,중랑물재생센터,9.0,19.4,9.4,36.19,0.62,1387.0,2020,8,24,2,3.826155926430122,9.021813375263932,0.0299246352157982,120360.0,1495179.0,23969.0,245362.0,178495.0,66991988.0,8152512.0,10678222.0,13127008.0,11641096.0,9329015.0,14064134.0,100119944.0,15694416.0,14706186.0,18252167.0,18573687.0,13784809.0,19108679.0,0.0,0.0,3552.88,11218.5,6.25
458,성산대교,2020-08-24,0.0,서울 마포구 망원동 성산대교,마포구 망원동,영등포구 양평2동,마포구,망원2동,영등포구,양평2동,한강H,8.4,133.0,8.2,1.3,4.0,12.7,2.843,0.072,2.2,707.555,노량진,1018A52,0.0,영등포,24.7,9.0,0.7,3.6,2.533,0.068,1.9,13.8,27.8,0.0,71.6,20.25,2020 1/2,405154.0,22665.0,난지물재생센터,3.9,18.59,9.88,26.453000000000003,0.398,1848.0,2020,8,24,2,7.411079548588725,7.4053186405932925,0.5050029732725944,325.0,772122.0,19316.0,384957.0,146028.0,118461187.0,16299490.0,23509122.0,22784835.0,19847051.0,14980676.0,21040014.0,107448828.0,13136545.0,16343172.0,20220534.0,17809364.0,16555136.0,23384078.0,0.0,17169.44,8630.69,12598.06,6.3
459,광진교,2020-08-31,0.0,서울 강동구 천호동 광진교,광진구 광장동,강동구 천호동,광진구,광장동,강동구,천호2동,한강G,8.0,149.0,8.8,0.6,3.6,15.9,2.286,0.072,2.3,3217.64,탄천6,1018A22,0.164,성내천,24.9,4.4,1.1,4.6,3.481,0.148,2.5,16.2,26.4,0.0,77.9,12.25,2020 1/2,461547.0,35642.0,탄천물재생센터,1.6,12.2,8.8,21.78,0.252,410.0,2020,8,31,2,5.364305138762256,0.0302736875149207,2.169217144211481,22054.0,970973.0,35934.0,363925.0,16196.0,96149499.0,14105277.0,17946608.0,16084622.0,14585853.0,13882765.0,19544374.0,111068386.0,18687183.0,13726354.0,17166286.0,17611989.0,16957177.0,26919397.0,0.0,0.0,2597.12,5250.89,6.28
460,성산대교,2020-08-31,144.0,서울 마포구 망원동 성산대교,마포구 망원동,영등포구 양평2동,마포구,망원2동,영등포구,양평2동,한강H,8.5,119.0,8.1,1.7,4.5,20.0,3.054,0.126,2.8,3366.044,노량진,1018A52,0.0,영등포,24.7,9.0,0.7,3.6,2.533,0.068,1.9,13.8,26.4,0.0,77.9,12.25,2020 1/2,405154.0,22665.0,난지물재생센터,3.74,14.99,6.88,21.663,0.3299999999999999,1743.0,2020,8,31,2,7.411079548588725,7.4053186405932925,0.5050029732725944,982.0,852780.0,19316.0,384957.0,73219.0,118461187.0,16299490.0,23509122.0,22784835.0,19847051.0,14980676.0,21040014.0,107448828.0,13136545.0,16343172.0,20220534.0,17809364.0,16555136.0,23384078.0,0.0,17169.44,8630.69,12598.06,6.3
461,성수대교,2020-08-31,0.0,서울 성동구 옥수동 성수대교,성동구 성수1가1동,강남구 압구정동,성동구,성수1가1동,강남구,압구정동,한강G,8.0,149.0,8.8,0.6,3.6,15.9,2.286,0.072,2.3,3217.64,탄천6,1018A22,0.164,탄천6,25.7,6.6,0.9,4.4,5.204,0.097,2.4,2.4,26.4,0.0,77.9,12.25,2020 1/2,546158.0,27804.0,중랑물재생센터,11.5,19.5,10.0,37.567,0.816,2139.0,2020,8,31,2,4.327630719267837,6.9205438675806175,4.211394946008007,186280.0,1481796.0,17038.0,304851.0,118624.0,77467761.0,10897675.0,12773381.0,13812313.0,12349045.0,11233959.0,16401386.0,145692151.0,21563167.0,25155581.0,30110334.0,27863958.0,18166675.0,22832436.0,490.0,0.0,1884.68,10232.27,6.25
462,한남대교,2020-08-31,0.0,서울 강남구 신사동 한남대교,용산구 한남동,서초구 잠원동,용산구,한남동,서초구,잠원동,한강G,8.0,149.0,8.8,0.6,3.6,15.9,2.286,0.072,2.3,3217.64,중랑천6,1018A48,0.241,보광,24.2,8.9,1.1,4.2,3.923,0.109,1.9,13.8,26.4,0.0,77.9,12.25,2020 1/2,433062.0,33788.0,중랑물재생센터,11.5,19.5,10.0,37.567,0.816,2139.0,2020,8,31,2,3.826155926430122,9.021813375263932,0.0299246352157982,186280.0,1481796.0,23969.0,245362.0,172448.0,66991988.0,8152512.0,10678222.0,13127008.0,11641096.0,9329015.0,14064134.0,100119944.0,15694416.0,14706186.0,18252167.0,18573687.0,13784809.0,19108679.0,0.0,0.0,3552.88,11218.5,6.25
463,성수대교,2020-09-14,0.0,서울 성동구 옥수동 성수대교,성동구 성수1가1동,강남구 압구정동,성동구,성수1가1동,강남구,압구정동,한강G,8.0,127.0,9.3,0.6,3.6,13.4,2.184,0.135,2.3,1606.81,탄천6,1018A22,0.164,탄천6,23.3,7.2,1.4,4.5,5.422,0.084,2.8,3.8,21.3,0.0,79.3,13.86,2020 3/4,544085.0,27611.0,중랑물재생센터,17.2,21.7,16.8,41.827,0.7789999999999999,2798.0,2020,9,14,0,4.327630719267837,6.9205438675806175,4.211394946008007,121720.0,1332467.0,16954.0,302695.0,121853.0,76605912.0,10676307.0,12540530.0,13749931.0,12285726.0,11143503.0,16209915.0,141341215.0,20786115.0,23614788.0,29369536.0,27423568.0,17928690.0,22218518.0,490.0,0.0,1884.68,10232.27,6.25
464,한남대교,2020-09-14,40.0,서울 강남구 신사동 한남대교,용산구 한남동,서초구 잠원동,용산구,한남동,서초구,잠원동,한강G,8.0,127.0,9.3,0.6,3.6,13.4,2.184,0.135,2.3,1606.81,중랑천6,1018A48,0.241,보광,21.4,7.2,1.0,3.9,3.625,0.102,1.9,12.8,21.3,0.0,79.3,13.86,2020 3/4,429995.0,30777.0,중랑물재생센터,17.2,21.7,16.8,41.827,0.7789999999999999,2798.0,2020,9,14,0,3.826155926430122,9.021813375263932,0.0299246352157982,121720.0,1332467.0,23969.0,244953.0,179998.0,66016769.0,7972915.0,10324286.0,13005982.0,11581353.0,9331526.0,13800708.0,98869528.0,15575441.0,14077192.0,18084200.0,18636751.0,13720134.0,18775808.0,0.0,0.0,3552.88,11218.5,6.25
465,성산대교,2020-09-14,88.0,서울 마포구 망원동 성산대교,마포구 망원동,영등포구 양평2동,마포구,망원2동,영등포구,양평2동,한강H,8.3,107.0,9.0,1.0,3.6,20.1,3.24,0.147,2.0,1657.725,노량진,1018A52,0.0,영등포,21.6,10.1,0.7,3.2,2.428,0.058,1.7,7.8,21.3,0.0,79.3,13.86,2020 3/4,405982.0,22634.0,난지물재생센터,6.01,16.2,7.5,30.697,0.3289999999999999,1424.0,2020,9,14,0,7.411079548588725,7.4053186405932925,0.5050029732725944,302.0,680115.0,19242.0,383494.0,146787.0,116303947.0,16032063.0,22586603.0,22476498.0,19692645.0,14835815.0,20680322.0,107064734.0,13066606.0,16022459.0,20392717.0,17853787.0,16525567.0,23203597.0,0.0,17169.44,8630.69,12598.06,6.3
466,광진교,2020-09-14,0.0,서울 강동구 천호동 광진교,광진구 광장동,강동구 천호동,광진구,광장동,강동구,천호2동,한강G,8.0,127.0,9.3,0.6,3.6,13.4,2.184,0.135,2.3,1606.81,탄천6,1018A22,0.164,성내천,21.4,5.1,1.8,4.0,2.981,0.098,2.2,7.0,21.3,0.0,79.3,13.86,2020 3/4,462275.0,35688.0,탄천물재생센터,4.0,15.5,8.799999999999999,21.866,0.416,960.0,2020,9,14,0,5.364305138762256,0.0302736875149207,2.169217144211481,0.0,898318.0,35869.0,361923.0,16529.0,95569016.0,14021292.0,17706580.0,16026959.0,14605247.0,13892534.0,19316404.0,109878819.0,18345310.0,13397893.0,17180260.0,17582771.0,16766027.0,26606561.0,0.0,0.0,2597.12,5250.89,6.28
467,한남대교,2020-09-21,35.0,서울 강남구 신사동 한남대교,용산구 한남동,서초구 잠원동,용산구,한남동,서초구,잠원동,한강G,8.1,136.0,9.0,0.7,3.2,5.3,2.199,0.057,1.9,573.87,중랑천6,1018A48,0.241,보광,21.4,7.2,1.0,3.9,3.625,0.102,1.9,12.8,19.1,0.0,56.1,19.54,2020 3/4,429995.0,30777.0,중랑물재생센터,12.0,24.8,14.0,44.475,0.885,3049.0,2020,9,21,0,3.826155926430122,9.021813375263932,0.0299246352157982,28970.0,1273777.0,23969.0,244953.0,187053.0,66016769.0,7972915.0,10324286.0,13005982.0,11581353.0,9331526.0,13800708.0,98869528.0,15575441.0,14077192.0,18084200.0,18636751.0,13720134.0,18775808.0,0.0,0.0,3552.88,11218.5,6.25
468,성산대교,2020-09-21,155.0,서울 마포구 망원동 성산대교,마포구 망원동,영등포구 양평2동,마포구,망원2동,영등포구,양평2동,한강H,8.1,141.0,8.5,1.3,4.3,10.2,3.21,0.09,2.2,584.113,노량진,1018A52,0.0,영등포,21.6,10.1,0.7,3.2,2.428,0.058,1.7,7.8,19.1,0.0,56.1,19.54,2020 3/4,405982.0,22634.0,난지물재생센터,5.85,19.65,8.7,35.625,0.417,1665.0,2020,9,21,0,7.411079548588725,7.4053186405932925,0.5050029732725944,396.0,614610.0,19242.0,383494.0,145847.0,116303947.0,16032063.0,22586603.0,22476498.0,19692645.0,14835815.0,20680322.0,107064734.0,13066606.0,16022459.0,20392717.0,17853787.0,16525567.0,23203597.0,0.0,17169.44,8630.69,12598.06,6.3
469,광진교,2020-09-21,0.0,서울 강동구 천호동 광진교,광진구 광장동,강동구 천호동,광진구,광장동,강동구,천호2동,한강G,8.1,136.0,9.0,0.7,3.2,5.3,2.199,0.057,1.9,573.87,탄천6,1018A22,0.164,성내천,21.4,5.1,1.8,4.0,2.981,0.098,2.2,7.0,19.1,0.0,56.1,19.54,2020 3/4,462275.0,35688.0,탄천물재생센터,4.7,14.8,4.9,19.669,0.385,1100.0,2020,9,21,0,5.364305138762256,0.0302736875149207,2.169217144211481,0.0,819471.0,35869.0,361923.0,17625.0,95569016.0,14021292.0,17706580.0,16026959.0,14605247.0,13892534.0,19316404.0,109878819.0,18345310.0,13397893.0,17180260.0,17582771.0,16766027.0,26606561.0,0.0,0.0,2597.12,5250.89,6.28
470,성수대교,2020-09-21,119.0,서울 성동구 옥수동 성수대교,성동구 성수1가1동,강남구 압구정동,성동구,성수1가1동,강남구,압구정동,한강G,8.1,136.0,9.0,0.7,3.2,5.3,2.199,0.057,1.9,573.87,탄천6,1018A22,0.164,탄천6,23.3,7.2,1.4,4.5,5.422,0.084,2.8,3.8,19.1,0.0,56.1,19.54,2020 3/4,544085.0,27611.0,중랑물재생센터,12.0,24.8,14.0,44.475,0.885,3049.0,2020,9,21,0,4.327630719267837,6.9205438675806175,4.211394946008007,28970.0,1273777.0,16954.0,302695.0,127048.0,76605912.0,10676307.0,12540530.0,13749931.0,12285726.0,11143503.0,16209915.0,141341215.0,20786115.0,23614788.0,29369536.0,27423568.0,17928690.0,22218518.0,490.0,0.0,1884.68,10232.27,6.25
471,성수대교,2020-09-28,0.0,서울 성동구 옥수동 성수대교,성동구 성수1가1동,강남구 압구정동,성동구,성수1가1동,강남구,압구정동,한강G,8.149999999999999,165.0,10.05,1.0,3.7,5.65,2.4315,0.0625,2.2,473.54,탄천6,1018A22,0.164,탄천6,20.8,8.1,0.7,5.2,7.821,0.083,1.5,3.6,20.7,0.0,66.0,19.29,2020 3/4,544085.0,27611.0,중랑물재생센터,10.3,26.0,12.2,46.367,0.938,1853.0,2020,9,28,0,4.327630719267837,6.9205438675806175,4.211394946008007,5220.0,1278563.0,16954.0,302695.0,127277.0,76605912.0,10676307.0,12540530.0,13749931.0,12285726.0,11143503.0,16209915.0,141341215.0,20786115.0,23614788.0,29369536.0,27423568.0,17928690.0,22218518.0,490.0,0.0,1884.68,10232.27,6.25
472,한남대교,2020-09-28,75.0,서울 강남구 신사동 한남대교,용산구 한남동,서초구 잠원동,용산구,한남동,서초구,잠원동,한강G,8.35,174.0,10.35,1.1,3.9,5.95,2.329,0.048,2.35,272.88,중랑천6,1018A48,0.241,보광,21.4,7.2,1.0,3.9,3.625,0.102,1.9,12.8,20.7,0.0,66.0,19.29,2020 3/4,429995.0,30777.0,중랑물재생센터,10.3,26.0,12.2,46.367,0.938,1853.0,2020,9,28,0,3.826155926430122,9.021813375263932,0.0299246352157982,5220.0,1278563.0,23969.0,244953.0,189333.0,66016769.0,7972915.0,10324286.0,13005982.0,11581353.0,9331526.0,13800708.0,98869528.0,15575441.0,14077192.0,18084200.0,18636751.0,13720134.0,18775808.0,0.0,0.0,3552.88,11218.5,6.25
473,광진교,2020-09-28,151.0,서울 강동구 천호동 광진교,광진구 광장동,강동구 천호동,광진구,광장동,강동구,천호2동,한강G,9.15,126.75,9.625,1.075,3.675,6.9,2.039,0.038,2.2,300.85,탄천6,1018A22,0.164,성내천,18.1,8.6,1.5,3.3,2.638,0.075,1.5,8.6,20.7,0.0,66.0,19.29,2020 3/4,462275.0,35688.0,탄천물재생센터,6.9,15.1,2.0,18.57,0.268,1110.0,2020,9,28,0,5.364305138762256,0.0302736875149207,2.169217144211481,0.0,811902.0,35869.0,361923.0,19490.0,95569016.0,14021292.0,17706580.0,16026959.0,14605247.0,13892534.0,19316404.0,109878819.0,18345310.0,13397893.0,17180260.0,17582771.0,16766027.0,26606561.0,0.0,0.0,2597.12,5250.89,6.28
474,성산대교,2020-09-28,43.0,서울 마포구 망원동 성산대교,마포구 망원동,영등포구 양평2동,마포구,망원2동,영등포구,양평2동,한강H,8.2,194.0,11.1,1.3,4.2,6.0,2.664,0.068,2.5,373.21,노량진,1018A52,0.0,영등포,21.6,10.1,0.7,3.2,2.428,0.058,1.7,7.8,20.7,0.0,66.0,19.29,2020 3/4,405982.0,22634.0,난지물재생센터,4.05,17.85,7.800000000000001,35.614000000000004,0.3,1395.0,2020,9,28,0,7.411079548588725,7.4053186405932925,0.5050029732725944,353.0,565834.0,19242.0,383494.0,150160.0,116303947.0,16032063.0,22586603.0,22476498.0,19692645.0,14835815.0,20680322.0,107064734.0,13066606.0,16022459.0,20392717.0,17853787.0,16525567.0,23203597.0,0.0,17169.44,8630.69,12598.06,6.3
475,광진교,2020-10-05,235.0,서울 강동구 천호동 광진교,광진구 광장동,강동구 천호동,광진구,광장동,강동구,천호2동,한강G,8.5,154.0,9.6,0.9,3.6,5.9,1.994,0.028,2.2,172.55,탄천6,1018A22,0.164,성내천,18.1,8.6,1.5,3.3,2.638,0.075,1.5,8.6,13.3,0.0,57.3,19.44,2020 3/4,462275.0,35688.0,탄천물재생센터,4.7,14.2,5.6,24.472,0.372,940.0,2020,10,5,0,5.364305138762256,0.0302736875149207,2.169217144211481,0.0,776688.0,35869.0,361923.0,16458.0,95569016.0,14021292.0,17706580.0,16026959.0,14605247.0,13892534.0,19316404.0,109878819.0,18345310.0,13397893.0,17180260.0,17582771.0,16766027.0,26606561.0,0.0,0.0,2597.12,5250.89,6.28
476,한남대교,2020-10-08,0.0,서울 강남구 신사동 한남대교,용산구 한남동,서초구 잠원동,용산구,한남동,서초구,잠원동,한강G,8.5,154.0,9.6,0.9,3.6,5.9,1.994,0.028,2.2,172.55,중랑천6,1018A48,0.241,보광,18.5,9.7,1.4,4.7,6.532,0.123,2.5,7.6,17.2,0.0,53.0,19.27,2020 3/4,429995.0,30777.0,중랑물재생센터,10.9,27.2,15.4,48.734,1.151,1495.0,2020,10,8,0,3.826155926430122,9.021813375263932,0.0299246352157982,0.0,1229972.0,23969.0,244953.0,194880.0,66016769.0,7972915.0,10324286.0,13005982.0,11581353.0,9331526.0,13800708.0,98869528.0,15575441.0,14077192.0,18084200.0,18636751.0,13720134.0,18775808.0,0.0,0.0,3552.88,11218.5,6.25
477,성수대교,2020-10-08,280.0,서울 성동구 옥수동 성수대교,성동구 성수1가1동,강남구 압구정동,성동구,성수1가1동,강남구,압구정동,한강G,8.5,154.0,9.6,0.9,3.6,5.9,1.994,0.028,2.2,172.55,탄천6,1018A22,0.164,탄천6,20.8,8.1,0.7,5.2,7.821,0.083,1.5,3.6,17.2,0.0,53.0,19.27,2020 3/4,544085.0,27611.0,중랑물재생센터,10.9,27.2,15.4,48.734,1.151,1495.0,2020,10,8,0,4.327630719267837,6.9205438675806175,4.211394946008007,0.0,1229972.0,16954.0,302695.0,132965.0,76605912.0,10676307.0,12540530.0,13749931.0,12285726.0,11143503.0,16209915.0,141341215.0,20786115.0,23614788.0,29369536.0,27423568.0,17928690.0,22218518.0,490.0,0.0,1884.68,10232.27,6.25
478,성산대교,2020-10-08,106.0,서울 마포구 망원동 성산대교,마포구 망원동,영등포구 양평2동,마포구,망원2동,영등포구,양평2동,한강H,8.6,186.0,8.5,1.2,3.7,4.7,3.715,0.049,2.3,170.172,노량진,1018A52,0.0,영등포,18.2,9.2,1.0,4.2,3.591,0.051,2.1,8.2,17.2,0.0,53.0,19.27,2020 3/4,405982.0,22634.0,난지물재생센터,4.8,20.25,8.99,39.05,0.405,1575.0,2020,10,8,0,7.411079548588725,7.4053186405932925,0.5050029732725944,344.0,553768.2,19242.0,383494.0,153382.0,116303947.0,16032063.0,22586603.0,22476498.0,19692645.0,14835815.0,20680322.0,107064734.0,13066606.0,16022459.0,20392717.0,17853787.0,16525567.0,23203597.0,0.0,17169.44,8630.69,12598.06,6.3
479,성수대교,2020-10-12,227.0,서울 성동구 옥수동 성수대교,성동구 성수1가1동,강남구 압구정동,성동구,성수1가1동,강남구,압구정동,한강G,8.7,149.0,10.0,1.1,3.7,6.3,1.976,0.03,2.0,140.74,탄천6,1018A22,0.164,탄천6,20.8,8.1,0.7,5.2,7.821,0.083,1.5,3.6,16.2,0.0,68.6,13.59,2020 3/4,544085.0,27611.0,중랑물재생센터,12.2,28.700000000000003,11.8,54.433,1.147,1648.0,2020,10,12,0,4.327630719267837,6.9205438675806175,4.211394946008007,620.0,1167893.0,16954.0,302695.0,125614.0,76605912.0,10676307.0,12540530.0,13749931.0,12285726.0,11143503.0,16209915.0,141341215.0,20786115.0,23614788.0,29369536.0,27423568.0,17928690.0,22218518.0,490.0,0.0,1884.68,10232.27,6.25
480,성산대교,2020-10-12,0.0,서울 마포구 망원동 성산대교,마포구 망원동,영등포구 양평2동,마포구,망원2동,영등포구,양평2동,한강H,8.5,189.0,9.1,1.3,4.1,7.6,3.634,0.048,2.2,139.197,노량진,1018A52,0.0,영등포,18.2,9.2,1.0,4.2,3.591,0.051,2.1,8.2,16.2,0.0,68.6,13.59,2020 3/4,405982.0,22634.0,난지물재생센터,6.0,20.55,7.8,41.626,0.295,1411.0,2020,10,12,0,7.411079548588725,7.4053186405932925,0.5050029732725944,363.0,553354.4,19242.0,383494.0,149405.0,116303947.0,16032063.0,22586603.0,22476498.0,19692645.0,14835815.0,20680322.0,107064734.0,13066606.0,16022459.0,20392717.0,17853787.0,16525567.0,23203597.0,0.0,17169.44,8630.69,12598.06,6.3
481,한남대교,2020-10-12,0.0,서울 강남구 신사동 한남대교,용산구 한남동,서초구 잠원동,용산구,한남동,서초구,잠원동,한강G,8.7,149.0,10.0,1.1,3.7,6.3,1.976,0.03,2.0,140.74,중랑천6,1018A48,0.241,보광,18.5,9.7,1.4,4.7,6.532,0.123,2.5,7.6,16.2,0.0,68.6,13.59,2020 3/4,429995.0,30777.0,중랑물재생센터,12.2,28.700000000000003,11.8,54.433,1.147,1648.0,2020,10,12,0,3.826155926430122,9.021813375263932,0.0299246352157982,620.0,1167893.0,23969.0,244953.0,93845.0,66016769.0,7972915.0,10324286.0,13005982.0,11581353.0,9331526.0,13800708.0,98869528.0,15575441.0,14077192.0,18084200.0,18636751.0,13720134.0,18775808.0,0.0,0.0,3552.88,11218.5,6.25
