Unnamed: 0,대교,일자,녹조,주소,상,하,상구,상동,하구,하동,총량지점명,수소이온농도(ph),전기전도도(μS/㎝),용존산소(㎎/L),BOD(㎎/L)_x,COD(㎎/L)_x,부유물질(㎎/L),총질소(T-N)(㎎/L),총인(T-P)(㎎/L),총유기탄소(TOC)(㎎/L),유량(㎥/s),방사선측정소명,측정소코드,I-131(요오드),수질측정소명,수온(℃)_y,DO(㎎/L),BOD(㎎/L)_y,COD(㎎/L)_y,TN(㎎/L),TP(㎎/L),TOC(㎎/L),SS(㎎/L),평균기온(°C),일강수량(mm),평균 상대습도(%),합계 일사량(MJ/m2),분기_m,하구분기별인구수,하동분기별인구수,물재생센터명칭,방류_BOD,방류_TOC(2021년 1월 이전자료는 COD),방류_SS,방류_T-N,방류_TP,방류_COCG,년,월,일,80mm이상비온날횟수,방사선측정망까지의거리,총량측정망까지의거리,수질측정망까지의거리,1차하수처리량,2차하수처리량,상동분기별인구수,상구분기별인구수,교통량,총_유동인구_수_상구,연령대_10_유동인구_수_상구,연령대_20_유동인구_수_상구,연령대_30_유동인구_수_상구,연령대_40_유동인구_수_상구,연령대_50_유동인구_수_상구,연령대_60_이상_유동인구_수_상구,총_유동인구_수_하구,연령대_10_유동인구_수_하구,연령대_20_유동인구_수_하구,연령대_30_유동인구_수_하구,연령대_40_유동인구_수_하구,연령대_50_유동인구_수_하구,연령대_60_이상_유동인구_수_하구,한강옆녹지_상구,한강옆녹지_하구,녹지_상구,녹지_하구,시민의식_환경
149,성수대교,2018-06-25,0.0,서울 성동구 옥수동 성수대교,성동구 성수1가1동,강남구 압구정동,성동구,성수1가1동,강남구,압구정동,한강G,8.6,131.0,10.3,1.3,3.8,3.7,2.345,0.035,2.1,147.75,탄천6,1018A22,0.0,탄천6,25.3,6.8,2.5,4.2,5.979,0.085,3.0,3.6,27.1,0.0,57.1,20.44,2018 1/2,551888.0,28122.0,중랑물재생센터,8.5,19.1,10.7,35.123999999999995,0.282,2700.0,2018,6,25,0,4.327630719267837,6.9205438675806175,4.211394946008007,0.0,1196829.0,17694.0,316068.0,131459.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,490.0,0.0,1884.68,10232.27,5.57
150,성산대교,2018-06-25,93.0,서울 마포구 망원동 성산대교,마포구 망원동,영등포구 양평2동,마포구,망원2동,영등포구,양평2동,한강H,7.8,221.0,10.4,2.4,4.4,5.9,4.415,0.055,2.8,144.301,노량진,1018A52,0.0,영등포,21.1,8.9,1.1,4.7,2.825,0.057,2.5,14.8,27.1,0.0,57.1,20.44,2018 1/2,404501.0,23009.0,난지물재생센터,3.6,13.9,7.0,28.938,0.246,870.0,2018,6,25,0,7.411079548588725,7.4053186405932925,0.5050029732725944,356.0,561637.54,19798.0,385507.0,176065.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,0.0,17169.44,8630.69,12598.06,5.57
151,한남대교,2018-06-25,0.0,서울 강남구 신사동 한남대교,용산구 한남동,서초구 잠원동,용산구,한남동,서초구,잠원동,한강G,8.6,131.0,10.3,1.3,3.8,3.7,2.345,0.035,2.1,147.75,중랑천6,1018A48,0.146,보광,21.0,9.5,0.8,4.3,2.224,0.035,2.2,10.2,27.1,0.0,57.1,20.44,2018 1/2,443989.0,34863.0,중랑물재생센터,8.5,19.1,10.7,35.123999999999995,0.282,2700.0,2018,6,25,0,3.826155926430122,9.021813375263932,0.0299246352157982,0.0,1196829.0,23964.0,245245.0,212784.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,0.0,0.0,3552.88,11218.5,5.57
152,성산대교,2018-07-09,0.0,서울 마포구 망원동 성산대교,마포구 망원동,영등포구 양평2동,마포구,망원2동,영등포구,양평2동,한강H,7.4,128.0,10.4,1.0,4.6,16.4,3.0,0.13,2.7,1449.215,노량진,1018A52,0.0,영등포,22.5,8.7,1.1,4.3,2.875,0.092,2.0,15.7,20.8,14.0,82.3,4.0,2018 1/2,404501.0,23009.0,난지물재생센터,7.1,13.3,6.800000000000001,27.362,0.283,2000.0,2018,7,9,1,7.411079548588725,7.4053186405932925,0.5050029732725944,384.0,635199.0,19798.0,385507.0,167964.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,0.0,17169.44,8630.69,12598.06,5.57
153,한남대교,2018-07-09,0.0,서울 강남구 신사동 한남대교,용산구 한남동,서초구 잠원동,용산구,한남동,서초구,잠원동,한강G,8.0,109.0,9.0,0.7,4.4,12.8,2.89,0.115,2.5,1434.35,중랑천6,1018A48,0.146,보광,22.2,9.4,0.9,3.9,2.644,0.052,1.9,11.0,20.8,14.0,82.3,4.0,2018 1/2,443989.0,34863.0,중랑물재생센터,9.0,18.3,12.8,36.9,0.2299999999999999,2500.0,2018,7,9,1,3.826155926430122,9.021813375263932,0.0299246352157982,147886.0,1332033.0,23964.0,245245.0,205691.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,0.0,0.0,3552.88,11218.5,5.57
154,성수대교,2018-07-09,117.0,서울 성동구 옥수동 성수대교,성동구 성수1가1동,강남구 압구정동,성동구,성수1가1동,강남구,압구정동,한강G,8.0,109.0,9.0,0.7,4.4,12.8,2.89,0.115,2.5,1434.35,탄천6,1018A22,0.0,탄천6,25.3,6.8,2.5,4.2,5.979,0.085,3.0,3.6,20.8,14.0,82.3,4.0,2018 1/2,551888.0,28122.0,중랑물재생센터,9.0,18.3,12.8,36.9,0.2299999999999999,2500.0,2018,7,9,1,4.327630719267837,6.9205438675806175,4.211394946008007,147886.0,1332033.0,17694.0,316068.0,124196.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,490.0,0.0,1884.68,10232.27,5.57
155,광진교,2018-07-09,0.0,서울 강동구 천호동 광진교,광진구 광장동,강동구 천호동,광진구,광장동,강동구,천호2동,한강G,8.0,109.0,9.0,0.7,4.4,12.8,2.89,0.115,2.5,1434.35,탄천6,1018A22,0.0,성내천,23.5,3.9,2.3,3.8,3.415,0.171,2.4,9.4,20.8,14.0,82.3,4.0,2018 1/2,437050.0,36838.0,탄천물재생센터,7.5,11.1,2.8,18.068,0.366,1400.0,2018,7,9,1,5.364305138762256,0.0302736875149207,2.169217144211481,12938.0,865277.0,36431.0,370519.0,17398.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,0.0,0.0,2597.12,5250.89,5.63
156,광진교,2018-07-16,8.0,서울 강동구 천호동 광진교,광진구 광장동,강동구 천호동,광진구,광장동,강동구,천호2동,한강G,8.9,159.0,12.4,2.9,5.2,7.7,2.925,0.045,2.8,206.06,탄천6,1018A22,0.0,성내천,23.5,3.9,2.3,3.8,3.415,0.171,2.4,9.4,28.7,0.0,64.3,26.67,2018 1/2,437050.0,36838.0,탄천물재생센터,5.3,11.2,2.4000000000000004,24.806,0.377,700.0,2018,7,16,1,5.364305138762256,0.0302736875149207,2.169217144211481,0.0,833991.0,36431.0,370519.0,16913.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,0.0,0.0,2597.12,5250.89,5.63
157,성수대교,2018-07-16,362.0,서울 성동구 옥수동 성수대교,성동구 성수1가1동,강남구 압구정동,성동구,성수1가1동,강남구,압구정동,한강G,8.9,159.0,12.4,2.9,5.2,7.7,2.925,0.045,2.8,206.06,탄천6,1018A22,0.0,탄천6,25.3,6.8,2.5,4.2,5.979,0.085,3.0,3.6,28.7,0.0,64.3,26.67,2018 1/2,551888.0,28122.0,중랑물재생센터,7.2,18.2,9.0,32.449,0.291,2110.0,2018,7,16,1,4.327630719267837,6.9205438675806175,4.211394946008007,33601.0,1320085.0,17694.0,316068.0,131752.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,490.0,0.0,1884.68,10232.27,5.57
158,한남대교,2018-07-16,304.0,서울 강남구 신사동 한남대교,용산구 한남동,서초구 잠원동,용산구,한남동,서초구,잠원동,한강G,8.9,159.0,12.4,2.9,5.2,7.7,2.925,0.045,2.8,206.06,중랑천6,1018A48,0.146,보광,22.2,9.4,0.9,3.9,2.644,0.052,1.9,11.0,28.7,0.0,64.3,26.67,2018 1/2,443989.0,34863.0,중랑물재생센터,7.2,18.2,9.0,32.449,0.291,2110.0,2018,7,16,1,3.826155926430122,9.021813375263932,0.0299246352157982,33601.0,1320085.0,23964.0,245245.0,207988.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,0.0,0.0,3552.88,11218.5,5.57
159,성산대교,2018-07-16,121.0,서울 마포구 망원동 성산대교,마포구 망원동,영등포구 양평2동,마포구,망원2동,영등포구,양평2동,한강H,8.5,190.0,10.2,2.7,4.9,8.7,3.805,0.06,2.8,206.472,노량진,1018A52,0.0,영등포,22.5,8.7,1.1,4.3,2.875,0.092,2.0,15.7,28.7,0.0,64.3,26.67,2018 1/2,404501.0,23009.0,난지물재생센터,4.0,12.9,7.4,22.173,0.263,2800.0,2018,7,16,1,7.411079548588725,7.4053186405932925,0.5050029732725944,552.0,643850.0,19798.0,385507.0,173618.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,0.0,17169.44,8630.69,12598.06,5.57
160,성수대교,2018-07-23,91.0,서울 성동구 옥수동 성수대교,성동구 성수1가1동,강남구 압구정동,성동구,성수1가1동,강남구,압구정동,한강G,8.8,155.0,13.0,2.6,5.1,6.1,2.505,0.04,2.3,186.66,탄천6,1018A22,0.368,탄천6,30.1,7.2,1.9,4.8,9.005,0.13,4.1,3.4,31.7,0.0,53.8,18.94,2018 1/2,551888.0,28122.0,중랑물재생센터,6.6000000000000005,18.0,12.0,34.217,0.255,2740.0,2018,7,23,1,4.327630719267837,6.9205438675806175,4.211394946008007,16884.0,1294478.0,17694.0,316068.0,130343.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,490.0,0.0,1884.68,10232.27,5.57
161,성산대교,2018-07-23,449.0,서울 마포구 망원동 성산대교,마포구 망원동,영등포구 양평2동,마포구,망원2동,영등포구,양평2동,한강H,7.9,224.0,8.4,2.2,5.1,8.3,4.335,0.065,2.8,183.753,노량진,1018A52,0.0,영등포,22.5,8.7,1.1,4.3,2.875,0.092,2.0,15.7,31.7,0.0,53.8,18.94,2018 1/2,404501.0,23009.0,난지물재생센터,5.2,13.9,7.0,26.611,0.279,1320.0,2018,7,23,1,7.411079548588725,7.4053186405932925,0.5050029732725944,345.0,586064.0,19798.0,385507.0,171597.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,0.0,17169.44,8630.69,12598.06,5.57
162,광진교,2018-07-23,223.0,서울 강동구 천호동 광진교,광진구 광장동,강동구 천호동,광진구,광장동,강동구,천호2동,한강G,8.8,155.0,13.0,2.6,5.1,6.1,2.505,0.04,2.3,186.66,탄천6,1018A22,0.368,성내천,32.1,4.7,1.7,3.9,1.472,0.113,2.6,6.2,31.7,0.0,53.8,18.94,2018 1/2,437050.0,36838.0,탄천물재생센터,4.1,12.0,2.8,25.005,0.3959999999999999,1370.0,2018,7,23,1,5.364305138762256,0.0302736875149207,2.169217144211481,0.0,789680.0,36431.0,370519.0,17113.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,0.0,0.0,2597.12,5250.89,5.63
163,한남대교,2018-07-23,168.0,서울 강남구 신사동 한남대교,용산구 한남동,서초구 잠원동,용산구,한남동,서초구,잠원동,한강G,8.8,155.0,13.0,2.6,5.1,6.1,2.505,0.04,2.3,186.66,중랑천6,1018A48,0.146,보광,22.2,9.4,0.9,3.9,2.644,0.052,1.9,11.0,31.7,0.0,53.8,18.94,2018 1/2,443989.0,34863.0,중랑물재생센터,6.6000000000000005,18.0,12.0,34.217,0.255,2740.0,2018,7,23,1,3.826155926430122,9.021813375263932,0.0299246352157982,16884.0,1294478.0,23964.0,245245.0,207147.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,0.0,0.0,3552.88,11218.5,5.57
164,광진교,2018-07-30,303.0,서울 강동구 천호동 광진교,광진구 광장동,강동구 천호동,광진구,광장동,강동구,천호2동,한강G,8.8,155.0,13.0,2.6,5.1,6.1,2.505,0.04,2.3,186.66,탄천6,1018A22,0.368,성내천,32.1,4.7,1.7,3.9,1.472,0.113,2.6,6.2,31.7,0.0,50.9,19.68,2018 1/2,437050.0,36838.0,탄천물재생센터,9.7,10.8,3.6,26.754,0.443,1580.0,2018,7,30,1,5.364305138762256,0.0302736875149207,2.169217144211481,0.0,755843.0,36431.0,370519.0,16627.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,0.0,0.0,2597.12,5250.89,5.63
165,한남대교,2018-07-30,359.0,서울 강남구 신사동 한남대교,용산구 한남동,서초구 잠원동,용산구,한남동,서초구,잠원동,한강G,8.8,155.0,13.0,2.6,5.1,6.1,2.505,0.04,2.3,186.66,중랑천6,1018A48,0.146,보광,29.8,4.7,1.5,6.0,3.601,0.088,2.6,13.0,31.7,0.0,50.9,19.68,2018 1/2,443989.0,34863.0,중랑물재생센터,12.8,16.8,9.8,41.937,0.317,2670.0,2018,7,30,1,3.826155926430122,9.021813375263932,0.0299246352157982,279.0,1255782.0,23964.0,245245.0,206741.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,0.0,0.0,3552.88,11218.5,5.57
166,성산대교,2018-07-30,337.0,서울 마포구 망원동 성산대교,마포구 망원동,영등포구 양평2동,마포구,망원2동,영등포구,양평2동,한강H,8.1,244.0,8.7,2.1,5.8,10.1,4.79,0.085,2.9,167.055,노량진,1018A52,0.0,영등포,30.4,5.9,3.4,7.7,4.387,0.18,2.7,48.0,31.7,0.0,50.9,19.68,2018 1/2,404501.0,23009.0,난지물재생센터,6.6,13.5,6.9,25.192,0.457,1140.0,2018,7,30,1,7.411079548588725,7.4053186405932925,0.5050029732725944,352.0,578023.0,19798.0,385507.0,171230.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,0.0,17169.44,8630.69,12598.06,5.57
167,성수대교,2018-07-30,625.0,서울 성동구 옥수동 성수대교,성동구 성수1가1동,강남구 압구정동,성동구,성수1가1동,강남구,압구정동,한강G,8.8,155.0,13.0,2.6,5.1,6.1,2.505,0.04,2.3,186.66,탄천6,1018A22,0.368,탄천6,30.1,7.2,1.9,4.8,9.005,0.13,4.1,3.4,31.7,0.0,50.9,19.68,2018 1/2,551888.0,28122.0,중랑물재생센터,12.8,16.8,9.8,41.937,0.317,2670.0,2018,7,30,1,4.327630719267837,6.9205438675806175,4.211394946008007,279.0,1255782.0,17694.0,316068.0,131780.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,490.0,0.0,1884.68,10232.27,5.57
168,성수대교,2018-08-06,578.0,서울 성동구 옥수동 성수대교,성동구 성수1가1동,강남구 압구정동,성동구,성수1가1동,강남구,압구정동,한강G,8.4,175.0,11.7,2.0,5.4,6.0,1.933,0.027,2.3,147.45,탄천6,1018A22,0.368,탄천6,30.1,7.2,1.9,4.8,9.005,0.13,4.1,3.4,30.5,6.5,71.6,17.86,2018 1/2,551888.0,28122.0,중랑물재생센터,7.1000000000000005,18.5,10.3,41.809,0.35,2580.0,2018,8,6,1,4.327630719267837,6.9205438675806175,4.211394946008007,25645.0,1313620.0,17694.0,316068.0,121918.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,490.0,0.0,1884.68,10232.27,5.57
169,한남대교,2018-08-06,2359.0,서울 강남구 신사동 한남대교,용산구 한남동,서초구 잠원동,용산구,한남동,서초구,잠원동,한강G,8.4,175.0,11.7,2.0,5.4,6.0,1.933,0.027,2.3,147.45,중랑천6,1018A48,0.234,보광,29.8,4.7,1.5,6.0,3.601,0.088,2.6,13.0,30.5,6.5,71.6,17.86,2018 1/2,443989.0,34863.0,중랑물재생센터,7.1000000000000005,18.5,10.3,41.809,0.35,2580.0,2018,8,6,1,3.826155926430122,9.021813375263932,0.0299246352157982,25645.0,1313620.0,23964.0,245245.0,199024.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,0.0,0.0,3552.88,11218.5,5.57
170,성산대교,2018-08-06,34450.0,서울 마포구 망원동 성산대교,마포구 망원동,영등포구 양평2동,마포구,망원2동,영등포구,양평2동,한강H,7.9,249.0,8.0,2.1,6.0,7.4,4.325,0.07,2.9,152.954,노량진,1018A52,0.0,영등포,30.4,5.9,3.4,7.7,4.387,0.18,2.7,48.0,30.5,6.5,71.6,17.86,2018 1/2,404501.0,23009.0,난지물재생센터,6.5,13.0,7.6,27.1,0.3,3000.0,2018,8,6,1,7.411079548588725,7.4053186405932925,0.5050029732725944,333.0,704646.0,19798.0,385507.0,169737.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,0.0,17169.44,8630.69,12598.06,5.57
171,광진교,2018-08-06,952.0,서울 강동구 천호동 광진교,광진구 광장동,강동구 천호동,광진구,광장동,강동구,천호2동,한강G,8.4,175.0,11.7,2.0,5.4,6.0,1.933,0.027,2.3,147.45,탄천6,1018A22,0.368,성내천,32.1,4.7,1.7,3.9,1.472,0.113,2.6,6.2,30.5,6.5,71.6,17.86,2018 1/2,437050.0,36838.0,탄천물재생센터,11.8,11.8,2.4,22.865,0.2339999999999999,1860.0,2018,8,6,1,5.364305138762256,0.0302736875149207,2.169217144211481,0.0,835834.0,36431.0,370519.0,15803.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,0.0,0.0,2597.12,5250.89,5.63
172,한남대교,2018-08-13,9264.0,서울 강남구 신사동 한남대교,용산구 한남동,서초구 잠원동,용산구,한남동,서초구,잠원동,한강G,8.1,183.0,10.8,1.8,5.3,6.1,2.2,0.05,2.5,122.96,중랑천6,1018A48,0.234,보광,29.8,4.7,1.5,6.0,3.601,0.088,2.6,13.0,30.5,1.0,68.6,12.29,2018 1/2,443989.0,34863.0,중랑물재생센터,11.9,19.3,7.8,39.244,0.38,2590.0,2018,8,13,1,3.826155926430122,9.021813375263932,0.0299246352157982,5681.0,1278895.0,23964.0,245245.0,205597.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,0.0,0.0,3552.88,11218.5,5.57
173,성수대교,2018-08-13,18474.0,서울 성동구 옥수동 성수대교,성동구 성수1가1동,강남구 압구정동,성동구,성수1가1동,강남구,압구정동,한강G,8.1,183.0,10.8,1.8,5.3,6.1,2.2,0.05,2.5,122.96,탄천6,1018A22,0.368,탄천6,30.1,7.2,1.9,4.8,9.005,0.13,4.1,3.4,30.5,1.0,68.6,12.29,2018 1/2,551888.0,28122.0,중랑물재생센터,11.9,19.3,7.8,39.244,0.38,2590.0,2018,8,13,1,4.327630719267837,6.9205438675806175,4.211394946008007,5681.0,1278895.0,17694.0,316068.0,128135.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,490.0,0.0,1884.68,10232.27,5.57
174,성산대교,2018-08-13,10475.0,서울 마포구 망원동 성산대교,마포구 망원동,영등포구 양평2동,마포구,망원2동,영등포구,양평2동,한강H,7.6,274.0,7.4,3.0,6.8,28.2,3.89,0.14,3.1,119.023,노량진,1018A52,0.0,영등포,30.4,5.9,3.4,7.7,4.387,0.18,2.7,48.0,30.5,1.0,68.6,12.29,2018 1/2,404501.0,23009.0,난지물재생센터,5.4,11.3,5.6,24.8,0.3,1700.0,2018,8,13,1,7.411079548588725,7.4053186405932925,0.5050029732725944,204.0,631926.0,19798.0,385507.0,174936.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,0.0,17169.44,8630.69,12598.06,5.57
175,광진교,2018-08-13,976.0,서울 강동구 천호동 광진교,광진구 광장동,강동구 천호동,광진구,광장동,강동구,천호2동,한강G,8.1,183.0,10.8,1.8,5.3,6.1,2.2,0.05,2.5,122.96,탄천6,1018A22,0.368,성내천,32.1,4.7,1.7,3.9,1.472,0.113,2.6,6.2,30.5,1.0,68.6,12.29,2018 1/2,437050.0,36838.0,탄천물재생센터,9.4,14.6,4.4,23.022,0.354,1370.0,2018,8,13,1,5.364305138762256,0.0302736875149207,2.169217144211481,612.0,823525.0,36431.0,370519.0,16293.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,0.0,0.0,2597.12,5250.89,5.63
176,한남대교,2018-08-20,2013.0,서울 강남구 신사동 한남대교,용산구 한남동,서초구 잠원동,용산구,한남동,서초구,잠원동,한강G,7.666666666666667,154.0,9.3,1.6999999999999995,5.566666666666667,25.7,2.848333333333333,0.1599999999999999,3.033333333333333,1748.054,중랑천6,1018A48,0.234,보광,29.8,4.7,1.5,6.0,3.601,0.088,2.6,13.0,29.1,0.0,55.6,15.07,2018 1/2,443989.0,34863.0,중랑물재생센터,12.3,19.1,5.7,41.309,0.274,2970.0,2018,8,20,1,3.826155926430122,9.021813375263932,0.0299246352157982,2969.0,1223293.0,23964.0,245245.0,138003.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,0.0,0.0,3552.88,11218.5,5.57
177,성수대교,2018-08-20,2014.0,서울 성동구 옥수동 성수대교,성동구 성수1가1동,강남구 압구정동,성동구,성수1가1동,강남구,압구정동,한강G,7.933333333333333,198.0,9.2,2.0,5.733333333333333,17.1,2.6866666666666665,0.1149999999999999,3.066666666666667,1206.356,탄천6,1018A22,0.368,탄천6,25.3,7.1,1.4,4.7,6.132,0.138,3.3,2.6,29.1,0.0,55.6,15.07,2018 1/2,551888.0,28122.0,중랑물재생센터,12.3,19.1,5.7,41.309,0.274,2970.0,2018,8,20,1,4.327630719267837,6.9205438675806175,4.211394946008007,2969.0,1223293.0,17694.0,316068.0,129386.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,490.0,0.0,1884.68,10232.27,5.57
178,광진교,2018-08-20,741.0,서울 강동구 천호동 광진교,광진구 광장동,강동구 천호동,광진구,광장동,강동구,천호2동,한강G,8.05,162.5,8.6,1.05,4.800000000000001,16.95,2.398,0.1175,2.7,1216.57,탄천6,1018A22,0.368,성내천,22.1,6.7,1.2,4.2,2.938,0.158,2.7,17.0,29.1,0.0,55.6,15.07,2018 1/2,437050.0,36838.0,탄천물재생센터,4.800000000000001,17.4,3.5,22.102,0.347,1400.0,2018,8,20,1,5.364305138762256,0.0302736875149207,2.169217144211481,0.0,712437.0,36431.0,370519.0,0.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,0.0,0.0,2597.12,5250.89,5.63
179,성산대교,2018-08-20,8292.0,서울 마포구 망원동 성산대교,마포구 망원동,영등포구 양평2동,마포구,망원2동,영등포구,양평2동,한강H,8.2,242.0,9.1,2.3,5.9,8.5,2.525,0.07,3.1,664.658,노량진,1018A52,0.0,영등포,30.4,5.9,3.4,7.7,4.387,0.18,2.7,48.0,29.1,0.0,55.6,15.07,2018 1/2,404501.0,23009.0,난지물재생센터,3.6,11.5,5.4,26.6,0.2,1000.0,2018,8,20,1,7.411079548588725,7.4053186405932925,0.5050029732725944,349.0,559476.0,19798.0,385507.0,171506.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,0.0,17169.44,8630.69,12598.06,5.57
180,광진교,2018-08-27,173.0,서울 강동구 천호동 광진교,광진구 광장동,강동구 천호동,광진구,광장동,강동구,천호2동,한강G,7.5,110.0,10.0,1.2,5.4,30.0,3.105,0.205,3.3,2254.34,탄천6,1018A22,0.368,성내천,22.1,6.7,1.2,4.2,2.938,0.158,2.7,17.0,22.7,19.5,91.0,7.84,2018 1/2,437050.0,36838.0,탄천물재생센터,6.0,12.4,6.0,21.986,0.487,1170.0,2018,8,27,1,5.364305138762256,0.0302736875149207,2.169217144211481,0.0,980683.0,36431.0,370519.0,16316.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,0.0,0.0,2597.12,5250.89,5.63
181,성산대교,2018-08-27,630.0,서울 마포구 망원동 성산대교,마포구 망원동,영등포구 양평2동,마포구,망원2동,영등포구,양평2동,한강H,7.4,110.0,9.4,1.4,5.4,34.3,3.01,0.205,3.0,2289.752,노량진,1018A52,0.0,영등포,30.4,5.9,3.4,7.7,4.387,0.18,2.7,48.0,22.7,19.5,91.0,7.84,2018 1/2,404501.0,23009.0,난지물재생센터,11.4,16.7,11.4,30.700000000000003,0.4,5400.0,2018,8,27,1,7.411079548588725,7.4053186405932925,0.5050029732725944,63708.0,878968.0,19798.0,385507.0,164246.0,64796817.0,9842551.0,11924928.0,10522191.0,9607268.0,9308384.0,13591494.0,73621361.0,12441575.0,8683917.0,11041879.0,11479027.0,11507545.0,18467417.0,0.0,17169.44,8630.69,12598.06,5.57
